[1.5194805194805194, 'able foresee consequences']
[0.4176336000947034, 'coercion flagrant acts']
[0.4173462520103489, 'interference public authorities']
[0.4157758341431811, 'professional business nature']
[0.4155641766771729, 'arbitrary interference public']
[0.4140293798678891, 'room application unless']
[0.4140293798678891, 'application unless facts']
[0.4139677436844405, 'public human rights']
[0.4134768874499753, 'applicant private life']
[0.4133520370454168, 'article 18 convention']
[0.41323546962644714, 'applicant correspondence court']
[0.41317809174952036, 'area limited interests']
[0.4128151260504202, 'aim aims concerned']
[0.41248270736866177, 'private life correspondence']
[0.41241574874315085, 'remainder application inadmissible']
[0.4121212121212121, 'article 13 hague']
[0.41171579743008313, 'national security considerations']
[0.40887327608639085, 'breach rights custody']
[0.40887327608639085, 'habitually resident immediately']
[0.40887327608639085, 'immediately removal retention']
[0.40867862296433727, 'offence committed applicant']
[0.40816326530612246, '25 october 1980']
[0.40786070525771284, 'russian federation european']
[0.40786070525771284, 'federation european court']
[0.40762620837808805, 'limited interests rights']
[0.4074241782482973, 'civil rights obligations']
[0.40650793650793654, 'held court inhuman']
[0.40650793650793654, 'court inhuman inter']
[0.40650793650793654, 'treatment held court']
[0.4058441558441559, 'child rights article']
[0.4047367094986143, 'authorities respondent state']
[0.40468796214137825, 'continue examination application']
[0.4043273161509634, 'exhaustion domestic remedies']
[0.4041729128670827, 'competent national authorities']
[0.40385487528344666, 'allegations prison authorities']
[0.40385487528344666, 'concern allegations prison']
[0.40295324478997946, '24 march 1988']
[0.4024943310657596, 'federal security service']
[0.4016934433347807, 'justify measures relevant']
[0.4016934433347807, 'measures relevant sufficient']
[0.40157180884776267, 'arguable terms convention']
[0.3999278499278499, 'circumstances case notably']
[0.3991596638655463, 'authorities strike fair']
[0.39895730371920846, 'article unless accordance']
[0.39862857142857144, 'activities professional business']
[0.3974509343967472, 'assessing necessity taking']
[0.3974509343967472, 'necessity taking child']
[0.3947660696931834, 'established court longer']
[0.3947660696931834, 'reason established court']
[0.39438852464062546, 'aim answers pressing']
[0.39438852464062546, 'legitimate aim answers']
[0.39378664851767475, 'struck fair balance']
[0.3930370225013082, 'capable leading identification']
[0.3895938245428041, 'freedoms article 14']
[0.38959305793866045, 'pursue legitimate aim']
[0.3892322643343052, 'aim sought realised']
[0.38872691933916426, 'conferred competent authorities']
[0.38872691933916426, 'competent authorities manner']
[0.3884376880003702, 'listed necessary democratic']
[0.38789393308343745, 'interference contravene article']
[0.3877617910487695, 'respect individual liberty']
[0.3877617910487695, 'rule respect individual']
[0.38733160718976317, 'human rights fifth']
[0.38733160718976317, 'fifth section sitting']
[0.38733160718976317, 'rights fifth section']
[0.3871955708690403, 'contracting states afforded']
[0.38619614512471656, 'article come play']
[0.3859482800212284, 'russian government government']
[0.38528570241360066, 'margin appreciation left']
[0.3851647170796107, 'fifth section case']
[0.3837839108009352, 'legitimate aim prevention']
[0.38329814684494495, 'purposes article 13']
[0.3827283827283827, 'expression constitutes essential']
[0.3827283827283827, 'essential foundations democratic']
[0.3827283827283827, 'constitutes essential foundations']
[0.3827283827283827, 'freedom expression constitutes']
[0.3825426274405866, 'life court previously']
[0.38213034131401485, 'existence practice close']
[0.38163265306122446, 'personal development right']
[0.3814565356762434, 'federation lodged court']
[0.38103254769921435, 'difference treatment discriminatory']
[0.380973256199296, 'matter established international']
[0.38038548752834467, 'regarded arguable terms']
[0.3789532139386366, 'children vulnerable individuals']
[0.3788041532402435, 'reasonable clarity scope']
[0.3788041532402435, 'indicate reasonable clarity']
[0.37863570625100434, 'life guaranteed article']
[0.3784731192054881, 'ties parties living']
[0.3784731192054881, 'family ties parties']
[0.377451876370154, 'judgment adopted mentioned']
[0.377451876370154, 'adopted mentioned date']
[0.37732041969330105, 'sufficient clarity scope']
[0.37681841967556257, 'account particularly best']
[0.37681841967556257, 'particularly best interests']
[0.3762971372584088, 'state margin appreciation']
[0.37589394732251874, 'efficient criminal law']
[0.3751598250930694, 'russian federation lodged']
[0.3748542731593579, 'clear detailed rules']
[0.37468671679198, 'freedoms concerned taken']
[0.37460317460317455, 'aim prevention disorder']
[0.37402491048187286, 'liberty security person']
[0.3739142127201828, 'article 36 convention']
[0.3737142857142857, 'physical social identity']
[0.373316052718046, 'answers pressing social']
[0.37303206997084537, '21 january 2003']
[0.37300719923670744, 'extended applicant detention']
[0.37288989669942046, 'purposes paragraph article']
[0.37240129696738505, 'russia european court']
[0.3721655328798187, 'light hague convention']
[0.37212149387881605, 'protection arbitrary interference']
[0.3715964500278226, 'convention rights child']
[0.37113346135902536, '2013 judgment final']
[0.36993784380543965, 'comply positive obligation']
[0.3692631631407141, 'authorised law exercise']
[0.3692631631407141, 'law exercise judicial']
[0.3691410630186141, 'state reasonable appropriate']
[0.3688046647230321, 'strike application list']
[0.36823600727419686, 'costs expenses incurred']
[0.367352790578597, '41 rules court']
[0.36686507936507934, 'assessing extent differences']
[0.36686507936507934, 'differences similar situations']
[0.36686507936507934, 'extent differences similar']
[0.36686507936507934, 'similar situations justify']
[0.3656270778988287, 'order achieve aim']
[0.3654232388926266, 'fall scope private']
[0.36482057075749097, 'law facts case']
[0.3646320913686576, 'designed dissuade discourage']
[0.36454796244498927, 'public authorities rights']
[0.36399799723263826, 'prescribed law lawful']
[0.3639214551068654, 'temporary residence permit']
[0.36310628147362844, 'public authority justified']
[0.36286505206897796, 'defined convention requires']
[0.36251920122887865, 'broadly similar contexts']
[0.3615322319403952, 'adequate procedural safeguards']
[0.36151015340959475, 'encompass facto family']
[0.3613540654356981, 'amounted degrading treatment']
[0.3604584815238569, 'negative obligations provision']
[0.3596855135496821, 'considered wrongful breach']
[0.35884353741496594, 'circumstances lead conclusion']
[0.35873438402276026, 'application respect human']
[0.35873438402276026, 'examination application respect']
[0.35873438402276026, 'court shall continue']
[0.35873438402276026, 'protocols thereto requires']
[0.35873438402276026, 'shall continue examination']
[0.35872138910812945, 'respect correspondence article']
[0.35786695845267597, 'lawful arrest detention']
[0.35767984488481386, 'facts case fall']
[0.35737900807163875, 'right liberty security']
[0.35714285714285715, 'khan united kingdom']
[0.35560206988778414, 'light relevant principles']
[0.35500485908649176, 'domestic law compatible']
[0.35482965543941153, 'provisions convention protocols']
[0.35480780361214537, 'reimbursement costs expenses']
[0.35439153439153437, 'police criminal evidence']
[0.3542328042328043, 'bulgaria lodged court']
[0.3541323951767459, 'exercise right individual']
[0.3538770867963415, 'taken conjunction article']
[0.3535207976320299, 'right access child']
[0.35316979899304346, 'present day conditions']
[0.3528538688202553, 'legitimate aim reasonable']
[0.3524379811804962, 'child born relationship']
[0.35218995420789145, 'father child born']
[0.352112676056338, 'balance struck general']
[0.351782017154688, 'press overstep certain']
[0.3517006802721088, 'longer justified continue']
[0.351530612244898, '1980 hague convention']
[0.35106899902818267, 'mosley united kingdom']
[0.35093795093795094, 'effective safeguards abuse']
[0.35047465313809134, '27110 95 echr']
[0.3502141597379692, 'case analysed terms']
[0.34892668178382463, 'article convention iii']
[0.34751780493618206, 'aim aims legitimate']
[0.3466536712150748, 'court s\\xf8ren nielsen']
[0.3458646616541354, 'rights freedoms concerned']
[0.34564301911240686, 'case fall ambit']
[0.3432375989909642, 'existence family life']
[0.3431372549019608, 'interests rights freedoms']
[0.3424198250728863, 'justified given case']
[0.34237123420796894, 'society legitimate aim']
[0.341713241578076, 'arrest detention person']
[0.33964454922178827, 'family life court']
[0.33945726438723645, 'committing offence fleeing']
[0.339175161755807, 'order return child']
[0.3387539142641183, 'relationships encompass facto']
[0.3387539142641183, 'based relationships encompass']
[0.3387539142641183, 'marriage based relationships']
[0.3384914405322568, 'law compatible rule']
[0.33816153580076097, 'concerned taken account']
[0.33786377621588054, 'discriminatory objective reasonable']
[0.33547133138969876, 'health data vital']
[0.33547133138969876, 'confidentiality health data']
[0.33547133138969876, 'vital principle legal']
[0.33547133138969876, 'data vital principle']
[0.3347910592808552, 'scope manner exercise']
[0.33304727661475886, 'granted legal aid']
[0.3328325195108719, 'judicial review proceedings']
[0.3325947521865889, 'national authorities utmost']
[0.3323092677931388, 'duty state reasonable']
[0.3323026180169037, '36 convention rule']
[0.33072397563676637, 'suspicion having committed']
[0.3305787103573824, 'scope private life']
[0.3303253274098756, 'article accordance law']
[0.3287323228046405, '27 november 1992']
[0.32765121148959536, 'reasonable relationship proportionality']
[0.32669429010892426, 'determination criminal charge']
[0.3256003256003256, '20 january 2004']
[0.32536298101330086, 'legal discretion granted']
[0.32536298101330086, 'discretion granted executive']
[0.32536298101330086, 'expressed terms unfettered']
[0.32536298101330086, 'terms unfettered power']
[0.3250828109021387, 'accordance article 35']
[0.3235435199720914, 'treatment contrary article']
[0.3230620643319056, 'law enactment force']
[0.3230620643319056, 'force competent courts']
[0.3230620643319056, 'competent courts interpreted']
[0.3230620643319056, 'law law enactment']
[0.3230620643319056, 'enactment force competent']
[0.32300539263324385, 'court claudia westerdiek']
[0.3229984301412873, 'relationships outside world']
[0.32289115646258504, 'principle legal systems']
[0.32274779070506715, 'account absence purpose']
[0.32274779070506715, 'victim factor taken']
[0.3222367664266873, 'isabelle berro lef\\xe8vre']
[0.3221865187177628, 'applicant complaint convention']
[0.3216931216931217, 'analysed terms positive']
[0.3215412403876522, 'obligations entitled fair']
[0.3208380404642086, 'notwithstanding presumption innocence']
[0.3208380404642086, 'presumption innocence outweighs']
[0.3203029359892105, 'prevent committing offence']
[0.3198737121967431, 'complaint convention remedy']
[0.3198399514844698, 'severe environmental pollution']
[0.3188535602328706, 'application republic turkey']
[0.3180272108843537, 'law adequately accessible']
[0.31778827233372686, 'subject conditions provided']
[0.31770698964882027, 'bringing competent legal']
[0.31770698964882027, 'purpose bringing competent']
[0.31770698964882027, 'competent legal authority']
[0.3176667522354854, 'paragraph necessary democratic']
[0.31708101422387136, 'private life home']
[0.3151927437641723, 'based sexual orientation']
[0.3146734945682929, 'grant appropriate relief']
[0.31386870111243687, 'convention taken conjunction']
[0.3132586367880485, 'knew ought known']
[0.31305114638447973, 'judicial decision concerning']
[0.3129251700680272, 'undertake abide final']
[0.31283641402689016, 'democratic society court']
[0.31278195488721805, 'turkey european court']
[0.3121569566692613, 'does pursue legitimate']
[0.3117518220611004, 'human rights sitting']
[0.31157930798218564, 'law notion necessity']
[0.3115645653655789, 'reasonable suspicion having']
[0.31135241707302397, 'domestic law relates']
[0.3107479681863618, 'fair balance competing']
[0.30973140429880874, 'respect grievances regarded']
[0.30973140429880874, 'grievances regarded arguable']
[0.30972033257747544, 'criminal evidence act']
[0.30904857473001973, 'aims legitimate paragraph']
[0.30895515007664537, 'state obligation depend']
[0.3087793608009241, 'aspect private life']
[0.3086943302946635, 'reasonably considered necessary']
[0.30840635083916557, 'basis reasons given']
[0.30840635083916557, 'called decide violation']
[0.3083389479895971, 'iv alleged violation']
[0.3083354719689953, 'converted russian roubles']
[0.3083354719689953, 'russian roubles rate']
[0.30809743252139565, 'paragraph article accordance']
[0.3077727990008692, 'fall ambit article']
[0.30775946742333293, 'referred paragraph article']
[0.3072354436200946, 'aspects private life']
[0.3070228091236495, 'prosecution civil servants']
[0.30636540330417883, 'secure compliance article']
[0.30633955709943544, 'case notably nature']
[0.30633955709943544, 'notably nature decisions']
[0.30633955709943544, 'nature decisions taken']
[0.3061955965181772, 'taken public care']
[0.30591389985861245, 'finding violation article']
[0.30578479567009287, 'obligation article 13']
[0.3050899770318077, 'relationship proportionality means']
[0.30357142857142855, 'notions private life']
[0.3024932601927036, 'article convention article']
[0.30246001243797277, 'respect pecuniary damage']
[0.30236989900855443, 'availability national level']
[0.3020993343573989, 'furthermore relation positive']
[0.3020993343573989, 'relation positive obligations']
[0.3018115382635994, 'peaceful enjoyment possessions']
[0.3017666043825378, 'state positive obligations']
[0.30133534895439656, 'ill treatment administered']
[0.30133534895439656, 'including ill treatment']
[0.3008737656553305, 'principles international law']
[0.3007831039392502, 'european prison rules']
[0.2986394557823129, '14 august 2002']
[0.2985456251466104, 'substantive sense formal']
[0.2984867416354297, 'shall sentenced imprisonment']
[0.2983759977979631, 'employed aim sought']
[0.2980392156862745, 'need appropriate advice']
[0.297119341563786, 'difference treatment based']
[0.29639341770227645, 'custody access issues']
[0.29612633749710543, 'proportionality means employed']
[0.29577048210588586, 'notion family life']
[0.2956870393845184, 'effective official investigation']
[0.2952674897119341, 'case parties final']
[0.29498233401887886, 'discretion conferred competent']
[0.29482785480604456, 'interests child rights']
[0.2947310999871647, 'rule 39 rules']
[0.29467608414976837, 'appreciation assessing extent']
[0.29448523083600875, 'decide violation article']
[0.2944066515495087, 'took place public']
[0.2943781590398132, 'provides far relevant']
[0.2941437444543034, 'law lawful arrest']
[0.29303149831361114, 'follows determination civil']
[0.2925033467202142, 'justify difference treatment']
[0.2920622109484095, '95 echr 1999']
[0.29189880841308347, 'case referred court']
[0.2918391994478951, 'practice close personal']
[0.2916448630734345, 'police act 1997']
[0.29148629148629146, 'applicant residence permit']
[0.29136297376093295, 'entitled peaceful enjoyment']
[0.29136297376093295, 'person entitled peaceful']
[0.2909909370572376, 'intervene written procedure']
[0.2901627742392074, 'composition grand chamber']
[0.28992749363119735, 'sufficient procedural safeguards']
[0.28989111723642663, 'considered necessary prevent']
[0.2896271290471076, 'national authorities measures']
[0.28950081910315145, 'court unanimously holds']
[0.2892345749488607, 'foundations democratic society']
[0.2891489929305055, 'court european commission']
[0.2879017937565947, 'great britain northern']
[0.2879017937565947, 'kingdom great britain']
[0.2879017937565947, 'britain northern ireland']
[0.2874536178107607, 'convention rights freedoms']
[0.2872187718809294, 'following judges mr']
[0.28612858092944565, 'guaranteed article convention']
[0.2849463933358605, 'breach article 14']
[0.28453689167974877, 'republic croatia lodged']
[0.28453689167974877, 'croatia european court']
[0.28453689167974877, 'croatian government government']
[0.28453689167974877, 'croatia lodged court']
[0.28407792053987857, '14 convention taken']
[0.2831909706238385, 'scope obligation article']
[0.28257456828885397, 'state comply positive']
[0.2821635587979413, 'effective practice law']
[0.28172138420585624, 'conditions provided law']
[0.2815174392534401, 'court notes government']
[0.2808738880167451, 'relevant sufficient reasons']
[0.2808163265306122, 'meaning article 14']
[0.280662051828186, 'chamber determined according']
[0.280662051828186, 'determined according provisions']
[0.2805202710386023, 'kingdom government government']
[0.2798057899541116, 'united kingdom great']
[0.2792245227388776, 'possessions public subject']
[0.2792245227388776, 'deprived possessions public']
[0.2792245227388776, 'public subject conditions']
[0.2792245227388776, 'shall deprived possessions']
[0.2792245227388776, 'provided law general']
[0.27901340176789274, 'determined having regard']
[0.2786220871327254, 'law sufficiently clear']
[0.278587625526401, 'overstep certain bounds']
[0.2784556130144365, 'aim protecting rights']
[0.2782738095238095, 'legitimate aim protecting']
[0.2780696741207775, 'offence fleeing having']
[0.27772716229348887, 'means employed aim']
[0.27706427398545624, 'moral integrity individual']
[0.27668116426898626, 'paternity child born']
[0.27626606198034764, 'scope discretion conferred']
[0.27529406411393986, 'justify relevant sufficient']
[0.27402783059393526, 'according provisions article']
[0.27397719651240776, 'protection personal data']
[0.2736865830669617, 'complaint grant appropriate']
[0.27292139077853367, 'definition covers physical']
[0.2723311546840959, 'council europe member']
[0.2716988190372993, 'right family life']
[0.27163442209034916, 'principle presumption innocence']
[0.2711640211640211, 'court taken note']
[0.27110103300579486, 'written law law']
[0.27110103300579486, 'covered written law']
[0.27110103300579486, 'sphere covered written']
[0.2703118983442434, 'offence reasonably considered']
[0.2702785265049416, 'circumstances particular case']
[0.2700252834729997, 'articles 13 14']
[0.2695852534562212, 'compliance domestic law']
[0.269474138861894, 'authority deal substance']
[0.2687550400099249, 'court previously held']
[0.2680272108843537, 'appreciation left state']
[0.2679471788715486, 'lithuanian government government']
[0.26789536993618623, 'addition primarily negative']
[0.26781390522310616, 'enjoyment possessions shall']
[0.26771094402673346, 'application residence permit']
[0.2672281611057121, 'tax chargeable applicants']
[0.26704002818755856, 'having committed offence']
[0.26634382566585957, 'special prison regime']
[0.2661636083004631, 'substantive procedural rules']
[0.26514953807610003, 'written procedure article']
[0.26503670775240784, 'facts arguing existence']
[0.26501302275296085, 'freedoms form happen']
[0.2644707005609261, 'authorities reasonable cause']
[0.26438303935143376, 'depend particular aspect']
[0.26438303935143376, 'particular aspect private']
[0.26438303935143376, 'ways ensuring respect']
[0.26433053841691717, 'way affect private']
[0.2643147857433572, '13 convention holds']
[0.2639212036606174, 'requirements paragraph article']
[0.26263525544445965, 'regard margin appreciation']
[0.26233236151603495, 'context secret measures']
[0.26233236151603495, 'secret measures surveillance']
[0.26233137322725697, 'authorities taken necessary']
[0.261904761904762, 'requirement public justifying']
[0.2616949613853638, 'natural legal person']
[0.2613756613756614, 'authority contracting state']
[0.26118112181863107, 'criminal charge entitled']
[0.2607709750566894, 'referred court european']
[0.26062260457164915, 'reports judgments decisions']
[0.260343481654957, 'special circumstances case']
[0.2597614388221041, 'individual adequate protection']
[0.25925095312850416, 'fair hearing tribunal']
[0.2591230864263314, 'rule 59 appeared']
[0.2591230864263314, '59 appeared court']
[0.2582624031899394, 'aim aims paragraph']
[0.25814576389840055, 'law general principles']
[0.2580952380952381, 'interference applicant correspondence']
[0.2579365079365079, 'relations individuals principle']
[0.25691822396405867, 'importance person enjoyment']
[0.25691822396405867, 'person enjoyment right']
[0.25691822396405867, 'fundamental importance person']
[0.2568301089966195, 'alleged violations convention']
[0.2565813028812633, 'europe member states']
[0.25613102383810665, 'high contracting parties']
[0.25609410430839, 'national security grounds']
[0.2559672170061781, 'treatment meaning article']
[0.2558414670215912, 'rule article 35']
[0.2557626603247194, 'obligations article convention']
[0.2552424639580603, 'principle matter falls']
[0.25514161452830114, 'formulated sufficient precision']
[0.2550177095631641, 'appropriate measures secure']
[0.2550048590864918, 'authorities empowered resort']
[0.25481750382236895, 'regard particular circumstances']
[0.2548148148148148, 'object article essentially']
[0.25462131519274384, 'act manner calculated']
[0.2543854620499885, 'family unit moment']
[0.25431135509413394, 'european parliament council']
[0.2542517006802721, 'residence permit section']
[0.25381591051579977, 'breach imposes respondent']
[0.25381591051579977, 'finds breach imposes']
[0.2537609708815211, 'northern ireland lodged']
[0.2525279642058165, 'article 14 taken']
[0.2524687294272548, 'legal relationship child']
[0.25215419501133784, 'domestic law limited']
[0.25215419501133784, 'review compliance domestic']
[0.2513615416841223, 'factor taken account']
[0.25121329019412647, 'far guarantee remedy']
[0.25113636363636366, 'child biological father']
[0.25102040816326526, 'arguable purposes article']
[0.24988662131519274, 'interpreted light present']
[0.2498544539360866, 'turning present case']
[0.24949111427516749, 'authorities contracting states']
[0.24925952457159115, 'examine facts arguing']
[0.24925952457159115, 'regard principle presumption']
[0.24915831552919854, 'value added tax']
[0.24899889033627634, 'accused remain detention']
[0.24899889033627634, 'reasonable accused remain']
[0.24899889033627634, 'remain detention assessed']
[0.24848828420256994, 'accordance law pursuing']
[0.24848361690466955, 'filed written observations']
[0.24788780045870573, 'application manifestly ill']
[0.24781036080471106, 'acceptable margin appreciation']
[0.24748819662848268, 'embrace aspects individual']
[0.24739013065543675, 'master characterisation given']
[0.24736972198041937, 'charged criminal offence']
[0.2473675939022474, 'rights paragraph article']
[0.24724577010291296, 'nature seriousness offence']
[0.2471854238771532, 'court government mr']
[0.24644403215831784, 'deprived parental rights']
[0.2459981167608286, 'covered notions private']
[0.24591194968553456, 'did indicate reasonable']
[0.2453268765133172, 'article 50 art']
[0.2453268765133172, '50 art 50']
[0.24524282151400795, 'united kingdom judgment']
[0.24511391858330633, 'remedy national level']
[0.2444810182137371, 'applicant biological father']
[0.24409763905562226, 'authorities knew ought']
[0.24408811143505021, 'indicate scope discretion']
[0.2440109478596106, 'breach article art']
[0.24373400059807088, 'article 10 convention']
[0.24372547653873838, 'legitimate aims pursued']
[0.24338624338624334, 'judicial administrative authorities']
[0.24330583297148645, 'contrary article convention']
[0.243287798990564, 'hinder way effective']
[0.243287798990564, 'way effective exercise']
[0.243287798990564, 'undertake hinder way']
[0.24267820466727003, 'convention rule 24']
[0.24248120300751877, 'falls contracting states']
[0.2416794674859191, 'children interpreted light']
[0.24159587692945197, 'situations justify different']
[0.24105451199047262, 'rights sitting grand']
[0.2409746967570097, 'party comments received']
[0.24084721607941426, 'application republic croatia']
[0.2386243386243386, 'proportionate legitimate aims']
[0.2376774166456706, 'characterisation given law']
[0.2376774166456706, 'given law facts']
[0.23728713947782135, 'domestic legal order']
[0.23686477174849266, 'right individual petition']
[0.23644314868804664, 'vital protected convention']
[0.236332628289411, 'application republic bulgaria']
[0.23588881616786656, 'fair balance interests']
[0.234654555463804, 'sufficiently clear terms']
[0.23396381611036063, 'sitting grand chamber']
[0.23275345380442927, 'paragraph article necessary']
[0.23262348417627915, 'bulgaria judgment strasbourg']
[0.2323277489133305, 'right freedom expression']
[0.2314841429529558, 'effective exercise right']
[0.23129251700680273, 'falls ambit article']
[0.23126913286798897, 'democratic society achieve']
[0.23044217687074833, 'rights theoretical illusory']
[0.23015873015873017, 'acted bad faith']
[0.23010072634132783, 'breach article 13']
[0.23000002590032778, 'united kingdom government']
[0.229650480882008, 'family life adversely']
[0.22940159114493258, 'freedoms convention lithuanian']
[0.2292768959435626, 'matter falls contracting']
[0.22880886190006444, 'mr petzold deputy']
[0.22880886190006444, 'petzold deputy registrar']
[0.2286355619688953, 'adequate protection arbitrary']
[0.22858226017994598, 'mr g\\xf6lc\\xfckl\\xfc mr']
[0.22855703127811972, 'does far guarantee']
[0.2279635258358663, 'proportionate aim pursued']
[0.22775961213214566, 'parents involved decision']
[0.22711075772300263, 'court account margin']
[0.22700508774938552, 'amounting family life']
[0.22655634357762014, 'taken necessary steps']
[0.22648742036497135, 'ensure legal certainty']
[0.22635244574020083, 'offend shock disturb']
[0.22623248311321706, 'interference private life']
[0.2262238228624783, 'leave president intervene']
[0.22620622323003273, 'treatment objective reasonable']
[0.22597001763668428, 'attracts protection article']
[0.22597001763668428, 'society sense proportionate']
[0.22597001763668428, 'democratic society sense']
[0.22597001763668428, 'sense proportionate aims']
[0.22591752750482905, 'covers physical psychological']
[0.224708596889048, '17 july 2003']
[0.2245371326668319, 'period taken consideration']
[0.22448979591836735, 'deprivation liberty meaning']
[0.22448979591836735, 'prerequisite application article']
[0.22370019436345964, 'threat national security']
[0.22365485429584311, 'striking required balance']
[0.22327771688385498, 'factors taken account']
[0.22291712383878284, 'operation individual petition']
[0.22269137540073503, 'boyle deputy registrar']
[0.22240259740259738, 'necessary measures taken']
[0.22177207308402644, 'psychological integrity person']
[0.2216931216931217, 'lawful purposes article']
[0.2216771505057299, 'enjoyment right respect']
[0.22158108235590077, 'lithuania european court']
[0.21989738656405322, 'convention lithuanian national']
[0.2193926003449813, 'examination application court']
[0.21842783505154637, 'adequate effective safeguards']
[0.21834625322997417, 'provisions interpreted applied']
[0.21781719530915675, 'article 25 art']
[0.2178130511463845, 'hand hand european']
[0.2178130511463845, 'hand european supervision']
[0.21768707482993196, 'council europe convention']
[0.21756021756021754, 'respect private lives']
[0.21745450316878892, 'court op\\u0107inski sud']
[0.21745450316878892, 'municipal court op\\u0107inski']
[0.21707559428265685, 'appreciation left contracting']
[0.21707559428265685, 'left contracting states']
[0.21701388888888892, 'positive obligation article']
[0.2166263330729117, 'article 46 convention']
[0.21612728730468253, 'convention human rights']
[0.21581632653061228, 'contracting parties undertake']
[0.21558040390258254, '25 art 25']
[0.215358071879811, 'article 25 convention']
[0.21428571428571433, 'marc andr\\xe9 eissen']
[0.21428571428571433, 'andr\\xe9 eissen registrar']
[0.21395271395271392, 'close personal ties']
[0.21376971841368128, 'croatia judgment strasbourg']
[0.21280999172155635, '30 april 2003']
[0.21271260460005448, 'kingdom european court']
[0.21229982676300335, 'general duty article']
[0.2118119975262832, 'international law applicable']
[0.21080469658589432, 'data fundamental importance']
[0.21077247875277436, 'charge entitled fair']
[0.2100583823272899, 'moscow russian government']
[0.20941978401018357, 'light present day']
[0.20894071914480078, 'obligations responsibilities information']
[0.20894071914480078, 'duty impart manner']
[0.20894071914480078, 'impart manner consistent']
[0.20894071914480078, 'responsibilities information ideas']
[0.20894071914480078, 'consistent obligations responsibilities']
[0.20894071914480078, 'manner consistent obligations']
[0.20849901732254672, 'kingdom judgment strasbourg']
[0.20821100369972553, 'article convention instant']
[0.20772417153996103, 'articles convention article']
[0.20710506424792138, 'safety criminal nature']
[0.20710506424792138, 'security safety criminal']
[0.20671297090264676, 'state pay applicants']
[0.20644683708184972, 'circumstances court considers']
[0.2063716787643168, 'right life shall']
[0.20627325890483786, 'article protocol article']
[0.20620540208169075, 'holds need examine']
[0.20618187033849683, '13 convention effective']
[0.20596888241284406, 'life family life']
[0.20559334845049132, 'ec european parliament']
[0.2051736271202893, 'echr 2006 x2011']
[0.2051571816375006, 'stated inter alia']
[0.20502818320952632, '2012 delivers following']
[0.20489795918367343, 'legal obligation end']
[0.2034036982490591, 'court unless far']
[0.2023185083968793, 'provides rights freedoms']
[0.20219198790627366, 'slovenia european court']
[0.20219198790627366, 'republic slovenia lodged']
[0.20219198790627366, 'slovenian government government']
[0.2021379980563654, 'applicant continued detention']
[0.2009594882729211, 'interception telephone conversations']
[0.20066389316561295, 'private life includes']
[0.20061728395061731, 'correspond pressing social']
[0.19974982746721878, 'authorities ought knowledge']
[0.1993591248987805, 'aim necessary democratic']
[0.19932344522508455, 'existence non existence']
[0.19899116109028644, 'respect home shall']
[0.19871846376345811, 'processing personal data']
[0.1985917173887099, 'convention article 13']
[0.19846810904813053, 'reasonable time tribunal']
[0.19805110379227792, 'interference article rights']
[0.19777954471832024, 'obligations entitled hearing']
[0.1974600836898333, 'national court unless']
[0.19714285714285712, 'imposes contracting states']
[0.19696359806249916, 'interference rights article']
[0.19648739999144316, 'protection arbitrary interferences']
[0.19589825177382783, 'articles 11 et']
[0.19554043839758126, 'goes hand hand']
[0.1949358488593901, 'liras rate applicable']
[0.19470935636349168, 'request referred articles']
[0.19387156941113773, 'failed comply positive']
[0.19362244897959185, 'arising individual applications']
[0.19357743097238897, 'president marc andr\\xe9']
[0.19323199774327596, 'convention effective remedy']
[0.19312988353236032, 'pre trial investigation']
[0.1930701666869898, 'institute criminal proceedings']
[0.1929626551475291, 'grand chamber composed']
[0.19279711884753903, 'rules admissibility evidence']
[0.19271369025063606, 'life private life']
[0.19265563368204425, 'unanimously holds violation']
[0.19243833587856912, 'court finds breach']
[0.1919059906392771, '27 september 2005']
[0.19161294341150456, 'deprived life intentionally']
[0.19161294341150456, 'shall deprived life']
[0.19157406113130182, 'entitled hearing reasonable']
[0.191399416909621, 'liberty meaning article']
[0.19100661707178, 'free informed consent']
[0.1907894736842105, 'court task consists']
[0.19053323635533878, 'moscow city court']
[0.19045594428247486, 'alleged lack effective']
[0.19024291829799575, '1988 series 130']
[0.19024291829799575, 'march 1988 series']
[0.19023689877961236, 'individual right respect']
[0.19019965709861184, 'shall protected law']
[0.19001909064020864, 'added tax chargeable']
[0.1899028696890699, 'life correspondence meaning']
[0.1898704687354394, 'fact depending real']
[0.18982680020571288, 'violation article art']
[0.1895000424412189, 'turkish liras rate']
[0.18806232170287468, '11 et seq']
[0.18800560158863872, 'settled case law']
[0.1879527574388534, 'application kingdom netherlands']
[0.18759018759018758, 'article 26 convention']
[0.18733341289732264, 'state failed obligation']
[0.18678411535554387, 'public private interests']
[0.1866969009826153, 'constitutes interference right']
[0.18641090069661498, 'interference pursued legitimate']
[0.1858197206695842, 'allowing contracting state']
[0.1858197206695842, 'challenged national authority']
[0.1858197206695842, 'remedy allowing contracting']
[0.1857688222968512, 'gender reassignment surgery']
[0.1856564848161487, 'turkey judgment strasbourg']
[0.1855632749553722, 'respondent state legal']
[0.1854325592857703, '000 approximately eur']
[0.18542318888339648, 'application judicial review']
[0.18481012658227847, 'reiterates article 13']
[0.1843033509700176, 'systems contracting parties']
[0.1841165777932194, 'judgment final submissions']
