[1.084081741362965, 'partial reparation court']
[0.25541279433920744, 'charged severity penalty']
[0.2553636110337142, 'offence released pending']
[0.2553636110337142, 'trial unless state']
[0.2549585907465142, 'access case file']
[0.2549360887747789, 'reference number relevant']
[0.25470951574967576, 'preventive measures appealed']
[0.2546314239206263, 'interference public authority']
[0.2544571616736565, 'government did submit']
[0.2541540327471195, 'acknowledges view seriousness']
[0.2539740657982703, 'changed composition sections']
[0.2539740657982703, 'court changed composition']
[0.2537901758641601, 'declined make award']
[0.2537297496318115, 'sufficiently precise allow']
[0.25359422119363206, 'applied article 217']
[0.25359422119363206, 'court dismiss complaint']
[0.25350939776935943, 'having committed criminal']
[0.25313181551139974, 'rights building strasbourg']
[0.25313181551139974, 'human rights building']
[0.25281177146555533, 'essential lawfulness sense']
[0.25277235998885483, 'allowed shower week']
[0.2526723951855773, 'accordance law necessary']
[0.25217697940218625, 'secure rule law']
[0.25196207817710026, 'provided lasts longer']
[0.25165147889052525, 'detention remand unreasonable']
[0.251085304166679, 'interfere establishment truth']
[0.25080354655096926, 'charged offence released']
[0.2505070136893696, 'law necessary democratic']
[0.25021316177040537, 'continuing detention ceases']
[0.24963181148748156, 'discretion conferred relevant']
[0.24963181148748156, 'conferred relevant authorities']
[0.24963181148748156, 'prosecutor court power']
[0.24963181148748156, 'relevant authorities restrict']
[0.24963181148748156, 'grant permission family']
[0.24963181148748156, 'authorities restrict visiting']
[0.24963181148748156, 'power grant permission']
[0.24963181148748156, 'relevant authority prosecutor']
[0.24963181148748156, 'time gave relevant']
[0.24963181148748156, 'restrict visiting rights']
[0.24963181148748156, '10 august 2007']
[0.24963181148748156, 'material time gave']
[0.24963181148748156, 'permission family visits']
[0.24963181148748156, 'does preclude complaint']
[0.24963181148748156, 'family visits prison']
[0.24963181148748156, 'gave relevant authority']
[0.24963181148748156, 'provision applicable material']
[0.24947986067279143, 'right liberty guaranteed']
[0.24933328026111534, 'theory practice relevant']
[0.24899928250443717, 'applicant placement custody']
[0.24899089074346803, 'decisions authorising detention']
[0.24862766099879502, 'respect family life']
[0.24802517070558308, 'incumbent government claiming']
[0.2479688941397336, 'government objection non']
[0.24779086892488955, '217 code execution']
[0.24779086892488955, 'deprived liberty shall']
[0.24779086892488955, 'conviction article convention']
[0.24779086892488955, 'detained conviction article']
[0.24779086892488955, 'month period runs']
[0.24779086892488952, 'issue establish grounds']
[0.24779086892488952, 'stage proceedings passage']
[0.24779086892488952, 'ground suffice justify']
[0.24779086892488952, 'period issue establish']
[0.24777207251434058, 'place national authorities']
[0.24776921077709438, 'time limit applicant']
[0.24767967105198133, 'practising plovdiv bulgarian']
[0.2472732705812042, 'appearance trial act']
[0.2472732705812042, 'trial act sufficient']
[0.24708204342119763, 'law particular complexity']
[0.24690196365031583, 'prevention disorder crime']
[0.24683042851629872, 'make appear slight']
[0.24683042851629872, 'appear slight justify']
[0.24631611746878057, 'adversarial ensure equality']
[0.24625314043143032, 'set forth convention']
[0.2461319454820127, 'article 46 art']
[0.2461319454820127, '46 art 46']
[0.24601065848807377, 'protracted length detention']
[0.24573413822309256, 'period pre trial']
[0.24560506659850617, '000 polish zlotys']
[0.2455817378497791, 'armed criminal gang']
[0.24453728472243094, 'does article right']
[0.24453728472243094, 'access court subject']
[0.24453728472243094, 'article right access']
[0.24453728472243094, 'court subject reasonable']
[0.24453728472243094, 'article enshrines does']
[0.24453728472243094, 'law article enshrines']
[0.24453728472243094, 'reasonable limitations impair']
[0.24453728472243094, 'subject reasonable limitations']
[0.24453728472243094, 'limitations impair essence']
[0.24453728472243094, 'enshrines does article']
[0.24453728472243094, 'court gave consideration']
[0.24453728472243094, 'correspondence set court']
[0.24453728472243094, 'court acknowledges seriousness']
[0.2444145019271143, 'criteria laid court']
[0.24434241050372038, 'zapobiegawcze set court']
[0.2440903884202853, 'detained suspicion having']
[0.24365672074495845, '47 art 32']
[0.2434866530870018, 'necessary democratic society']
[0.24346311895875736, 'essentially require provisional']
[0.2434364440991834, 'state security courts']
[0.2432775311767202, 'right accordance law']
[0.2432775311767202, 'exercise right accordance']
[0.2432775311767202, 'public authority exercise']
[0.2432775311767202, 'authority exercise right']
[0.2432775311767202, 'shall interference public']
[0.24305324962985825, 'decisions extending applicant']
[0.24291676945289106, 'confirm existence danger']
[0.24289665577068145, 'consistently relied gravity']
[0.24289665577068145, 'applicant detained charges']
[0.24257684450567718, 'justice applicant alleged']
[0.24255357518559706, 'private family life']
[0.2424232607985574, 'severe sentence imposed']
[0.24222687730403678, 'dispel wish abscond']
[0.24222687730403678, 'sufficient deterrent dispel']
[0.24222687730403678, 'deterrent dispel wish']
[0.2420042056185173, 'set court judgments']
[0.2420042056185173, 'complexity regard number']
[0.241899852724595, 'notes material case']
[0.2413371495262178, 'prolongation detention remand']
[0.24091603963600286, 'art 44 art']
[0.24091603963600286, '44 art 48']
[0.24085840521775723, 'court set aside']
[0.24072552515308893, 'available theory practice']
[0.2405030740818664, 'authorities unlimited power']
[0.23996989755458095, 'particular circumstances instant']
[0.2398809523809524, 'practice relevant time']
[0.23960766228807467, 'detention facility iz']
[0.2389543446244477, 'right say deprived']
[0.2389543446244477, 'say deprived continue']
[0.23881273365809452, 'ascertain requirements paragraph']
[0.23825887743413515, 'freedoms set forth']
[0.2379832743370454, 'competent deal merits']
[0.23781630740393625, 'detention domestic law']
[0.23774095281004695, 'risk detainee released']
[0.23724364561730435, 'application article 50']
[0.23691984010098885, 'require provisional release']
[0.23674521354933725, 'longer period detention']
[0.2353549968851108, 'charged criminal offence']
[0.2352502577432287, 'statutory time limit']
[0.23454464499777375, 'conditions contrary paragraphs']
[0.23439255135917728, 'government objection court']
[0.2339004833347303, 'family life essential']
[0.2339004833347303, 'need assist maintaining']
[0.2339004833347303, 'enable need assist']
[0.2339004833347303, 'life essential detainee']
[0.2339004833347303, 'authorities enable need']
[0.2339004833347303, 'essential detainee right']
[0.2339004833347303, 'family life authorities']
[0.2339004833347303, 'life authorities enable']
[0.23375552282768777, 'court upheld judgment']
[0.23362557091709138, 'established actually necessarily']
[0.23330284890810332, 'article convention far']
[0.2326646233862729, 'unless state relevant']
[0.23229136505066456, 'age state health']
[0.23216380733666872, 'way legal aid']
[0.23201540727313924, 'mentioned domestic courts']
[0.2319383079692358, 'application article 46']
[0.23107611919220447, 'applicant eur 000']
[0.23087988491968353, 'accordingly government objection']
[0.23080889970870133, 'compulsory jurisdiction court']
[0.23061988146610235, 'government maintained applicant']
[0.23044800228039333, 'protection rights freedoms']
[0.2303808121186619, 'decisions ordering continued']
[0.23021471203782654, 'shall enforceable right']
[0.23021471203782654, 'arrest detention contravention']
[0.23021471203782654, 'victim arrest detention']
[0.23021471203782654, 'detention contravention provisions']
[0.23016696703820483, 'plovdiv bulgarian government']
[0.2298470934765659, 'requirements domestic law']
[0.2297496318114875, 'law convention essentially']
[0.22942267180816056, 'procedural requirements domestic']
[0.22906171109554155, 'law reasonableness suspicion']
[0.22906171109554155, 'domestic law reasonableness']
[0.22906171109554155, 'pursued arrest ensuing']
[0.2284704499169959, 'judge judicial officer']
[0.22839016653449645, 'go\\u0142ek poland celejewski']
[0.22839016653449645, 'poland celejewski poland']
[0.22839016653449645, 'result ill treatment']
[0.22839016653449645, 'offences charged warranted']
[0.22839016653449645, 'charged warranted detention']
[0.22839016653449645, 'warranted detention early']
[0.22797687230676922, 'justify relatively longer']
[0.22797687230676922, 'accordance law pursue']
[0.22797687230676922, 'law pursue legitimate']
[0.22774133083411432, 'court does lose']
[0.22729236973486786, 'risk applicant absconding']
[0.22723044725215105, 'failed justify applicant']
[0.22714518254398885, 'conducted diligence period']
[0.2268544351851005, 'article 152 code']
[0.22670354538596935, 'person liberty entails']
[0.22670354538596935, 'entails inherent limitations']
[0.22670354538596935, 'inherent limitations private']
[0.22670354538596935, 'liberty entails inherent']
[0.22602514636254092, 'unlawful meaning article']
[0.22578750603709907, 'contravention provisions article']
[0.2256469598148538, 'guarantees fundamental right']
[0.2256469598148538, 'primary importance democratic']
[0.2256469598148538, 'convention guarantees fundamental']
[0.22534500627284135, 'particular process obtaining']
[0.22526794963040214, 'applicant conducted diligence']
[0.2250040909834724, 'domestic law applicant']
[0.22433726067746687, '28 june 2007']
[0.22433726067746687, 'single judge istanbul']
[0.22387535145267107, 'reads special reasons']
[0.2238586156111929, 'stage trial court']
[0.22352198611403323, 'acted guardian public']
[0.22352198611403323, 'criminal case pursue']
[0.22352198611403323, 'party proceedings furthermore']
[0.22352198611403323, 'guardian public confer']
[0.22352198611403323, 'case pursue criminal']
[0.22352198611403323, 'addition acted guardian']
[0.22331297743340559, 'articles 44 48']
[0.22327716466155345, 'period justification period']
[0.22252981496450994, 'windows covered metal']
[0.22233132943899211, 'inter alia detention']
[0.22198204190222812, 'compensation persons unlawfully']
[0.22176403207331039, 'applicant allegations ill']
[0.22131870555157396, 'subject court considers']
[0.22057623121806696, 'state relevant sufficient']
[0.22034313597031432, 'effective remedy national']
[0.22032400589101622, 'view considerations court']
[0.21947686802419702, 'court heard addresses']
[0.21941128594682582, 'chi\\u015fin\\u0103u court appeal']
[0.219326269155579, 'judicial authorities choice']
[0.21904229607426828, 'case referred court']
[0.21900674165526968, 'released pending trial']
[0.21898634657335536, 'provides deprived liberty']
[0.2189728124926947, 'court ascertain domestic']
[0.2189728124926947, 'ascertain domestic law']
[0.21876638126856549, 'inherent dignity human']
[0.2186010420130806, 'fear anguish inferiority']
[0.21832177770604544, 'equality arms parties']
[0.2183141297756216, 'interference accordance law']
[0.21810567010309279, 'court notes action']
[0.21796759941089838, 'proceedings particular process']
[0.21759047033847337, 'supreme court upheld']
[0.21752203795009709, 'convicted applicant charged']
[0.21736381104687927, 'exhaustion satisfy court']
[0.21710849288168874, 'enforceable right compensation']
[0.21704910763773416, 'domestic courts consider']
[0.21681194551514682, 'organised criminal groups']
[0.21638579630075158, 'convention violated shall']
[0.21638579630075158, 'shall effective remedy']
[0.21638579630075158, 'forth convention violated']
[0.21638579630075158, 'violated shall effective']
[0.21614063869055383, 'relevant sufficient ground']
[0.21600392734413357, 'number inmates cell']
[0.21598201136124554, 'subjected various forms']
[0.21585723537310186, 'establish grounds advanced']
[0.21585723537310186, 'grounds advanced judicial']
[0.21574584472964442, 'convention including general']
[0.21574584472964442, 'general principles expressed']
[0.21574584472964442, 'including general principles']
[0.21567277149733416, 'court notes government']
[0.21558991981672396, 'charged acting organised']
[0.2150296342252201, 'proceedings adversarial ensure']
[0.21493350460097224, 'impose detention remand']
[0.21414924194514431, 'filed observations merits']
[0.21404731884595415, 'authorities justifiably consider']
[0.2136832239925024, 'examine proceedings applicant']
[0.2136545339785399, 'article 23 civil']
[0.2136545339785399, '23 civil code']
[0.21319868153446944, 'seen authorising pre']
[0.2117609930570166, 'republic latvia lodged']
[0.2117609930570166, 'latvian government government']
[0.2117609930570166, 'latvia lodged court']
[0.2117609930570166, 'application republic latvia']
[0.2117609930570166, 'court satisfied substantial']
[0.2117609930570166, 'period detention authorities']
[0.2117609930570166, 'various forms ill']
[0.2117609930570166, 'court detention orders']
[0.21159288457651101, 'polish zlotys pln']
[0.21149395523475054, 'suspect detained released']
[0.2109056980030919, 'authorities ruled applicant']
[0.2107171179336128, 'worded material time']
[0.21035022720353533, 'extend applicant detention']
[0.2102126288659794, 'severity penalty liable']
[0.21017666673042223, 'applicant charged sentenced']
[0.2097370731917334, 'prescribed law article']
[0.20964537017556165, 'ensure equality arms']
[0.20886330164680683, 'prosecutor issued decision']
[0.2079337140941365, 'merits rule 59']
[0.2075735971431816, 'observations merits rule']
[0.20713572370006986, 'criminal proceedings pending']
[0.2071227741330834, 'performed investigative prosecution']
[0.2071227741330834, 'guarantees prosecution authorities']
[0.2071227741330834, 'public confer status']
[0.2071227741330834, 'pursue criminal activities']
[0.2071227741330834, 'authorities belonged executive']
[0.2071227741330834, 'prosecutors addition acted']
[0.2071227741330834, 'considered fact prosecutors']
[0.2071227741330834, 'fact prosecutors addition']
[0.2071227741330834, 'issue continued detention']
[0.2071227741330834, 'necessary guarantees prosecution']
[0.2071227741330834, 'sees reasons come']
[0.2071227741330834, 'state concurrently performed']
[0.2071227741330834, 'concurrently performed investigative']
[0.2071227741330834, 'confer status officer']
[0.2071227741330834, 'prosecution authorities belonged']
[0.2071227741330834, 'status officer authorised']
[0.20709402544833574, 'national authorities ruled']
[0.20709376534118804, 'constitute interference rights']
[0.20706457869543202, 'payment compensation persons']
[0.20627675921155222, 'favour release established']
[0.20627675921155222, 'release established neumeister']
[0.20619742644110028, 'provisional release continuing']
[0.20612561506032298, 'disorder crime protection']
[0.20597134823938945, 'respect confidentiality correspondence']
[0.20559222724912857, 'applicant authorities justifiably']
[0.20522656437305203, 'article complied possible']
[0.20410183504057944, 'imposing preventive measures']
[0.20390888674697044, 'release continuing detention']
[0.20390129542243993, 'anti terrorist branch']
[0.20375363468146976, 'suspected having committed']
[0.2037113402061856, 'prohibition leaving country']
[0.203067470544919, 'appeared court government']
[0.20295615451496707, '18 september 2001']
[0.2026288106126878, 'judicial review lawfulness']
[0.20199794146454836, 'feelings fear anguish']
[0.2018548992722656, 'lawfulness sense convention']
[0.20143909110035765, 'regard criteria laid']
[0.20131729667812143, 'reoffending need continue']
[0.20117024240735581, 'absconding reoffending need']
[0.20052220490454623, 'article 25 art']
[0.20052220490454623, '25 art 25']
[0.20038908569836406, 'lawyer practising plovdiv']
[0.199725532199759, 'prosecutor did offer']
[0.199725532199759, 'prosecutor regarded judicial']
[0.199725532199759, 'offer necessary guarantees']
[0.199725532199759, 'question polish legislation']
[0.199725532199759, 'dealt question polish']
[0.199725532199759, 'judicial officer endowed']
[0.199725532199759, 'reasons come different']
[0.199725532199759, 'did offer necessary']
[0.199725532199759, 'officer endowed attributes']
[0.1994845360824742, 'convention purpose protect']
[0.19939756480420853, 'detention applicant complains']
[0.19926362297496314, 'held severity sentence']
[0.1991163475699558, 'organised crime involving']
[0.19910785091197464, '55 rules court']
[0.19910785091197464, 'rule 55 rules']
[0.1989581927477841, 'case law particular']
[0.1988054570330542, 'applicable material time']
[0.19868620987914065, 'changing preventive measure']
[0.19868475388927667, 'holding custody entire']
[0.19863414856051084, 'case court finds']
[0.19839137741794025, 'anticipate custodial sentence']
[0.1979980862577173, 'provides arrested detained']
[0.19781861646496335, 'proceedings party proceedings']
[0.1976183657884689, 'lack medical assistance']
[0.1973490427098675, 'special measures required']
[0.19734904270986747, 'evidentiary proceedings implementation']
[0.19734904270986747, 'proceedings implementation special']
[0.19734904270986747, 'mr zaytsev applicant']
[0.19734904270986744, 'measures required cases']
[0.19734904270986744, 'required cases concerning']
[0.19734904270986744, 'basis standard compatible']
[0.19734904270986744, 'detainee account practical']
[0.19734904270986744, 'required standard health']
[0.19734904270986744, 'standard compatible human']
[0.19722528186532345, 'court notes material']
[0.19694748711340207, 'art 50 convention']
[0.1966581210567465, 'crime involving numerous']
[0.1966581210567465, 'accepts cases concerning']
[0.1966581210567465, 'authority prosecutor court']
[0.19645963590145202, 'compensation non pecuniary']
[0.19631142053822462, 'applicant present case']
[0.19606230602794175, 'applicant detained conviction']
[0.1956938235562449, 'lawfulness convention terms']
[0.19535560415888162, 'capable humiliating debasing']
[0.1952871870397644, 'limitations number family']
[0.1952871870397644, 'restrictions limitations number']
[0.19528219465315394, 'detention remand period']
[0.1952436738519213, 'right compensation set']
[0.1952436738519213, 'compensation set forth']
[0.1952436738519213, 'forth paragraph presupposes']
[0.1952436738519213, 'paragraph presupposes violation']
[0.19520444407512635, 'government filed observations']
[0.19513445699012708, 'rules criminal procedure']
[0.1950171821305842, 'case applicant transferred']
[0.1948378082398701, 'indicate reasonable clarity']
[0.1948378082398701, 'clarity scope manner']
[0.1948378082398701, 'reasonable clarity scope']
[0.19473805136945002, 'similar unrebutted presumptions']
[0.19473805136945002, 'concordant inferences similar']
[0.19473805136945002, 'inferences similar unrebutted']
[0.19473805136945002, 'unrebutted presumptions fact']
[0.19415349043932575, 'issue article convention']
[0.19358533791523483, 'detainee released pressure']
[0.19333506598515696, 'deprived liberty arbitrary']
[0.1930981389744276, 'allegations prison authorities']
[0.1930981389744276, 'authorities prison officials']
[0.1930981389744276, 'concern allegations prison']
[0.19291388223427058, 'application preventive measure']
[0.19277512362752497, 'article convention purpose']
[0.1925704036845932, 'referred articles 44']
[0.1925566343042071, 'security court ordered']
[0.19188638375951936, 'accusations applicant authorities']
[0.19188638375951936, 'view seriousness accusations']
[0.19184233101758874, 'right respect family']
[0.1917210183042289, 'inferiority capable humiliating']
[0.19116347569955816, 'city court appeal']
[0.19116347569955816, 'likelihood applicant committed']
[0.1909154594185165, 'pecuniary damage suffered']
[0.19054527005870067, 'applicant complaint article']
[0.1905443178744252, 'arrested detained suspicion']
[0.19013468229066616, 'arbitrary unjustified deprivation']
[0.1900641699978961, 'satisfy court remedy']
[0.18988007574163684, 'unjustified deprivation liberty']
[0.18929537770514582, 'court dismissed application']
[0.1892898052691867, 'action protection personal']
[0.18896969872230496, 'circumstances court considers']
[0.18865979381443299, 'decision concerning preventive']
[0.1881706290763728, 'anguish inferiority capable']
[0.18801816739961072, 'application republic moldova']
[0.18748166962719479, 'reasons justify continued']
[0.18719884232294878, 'applicant remanded custody']
[0.1871263969505328, 'charged nature continued']
[0.18659062659940043, 'seriousness accusations applicant']
[0.18651469552410835, 'evaluation accumulated periods']
[0.18632411765448142, 'zlotys pln respect']
[0.1856107864381553, 'conflict obligations arising']
[0.18542674801879516, 'branch state concurrently']
[0.18542674801879516, 'start run end']
[0.18542674801879516, 'functions criminal proceedings']
[0.18542674801879516, 'investigative prosecution functions']
[0.18542674801879516, 'executive branch state']
[0.18542674801879516, 'prosecution functions criminal']
[0.18524351520001364, 'application allocated section']
[0.18496148965793868, 'coexistence sufficiently strong']
[0.18496148965793868, 'follow coexistence sufficiently']
[0.18496148965793868, 'proof follow coexistence']
[0.18496148965793868, 'proof reasonable doubt']
[0.18496148965793868, 'standard proof reasonable']
[0.18496148965793868, 'strong clear concordant']
[0.18496148965793868, 'clear concordant inferences']
[0.18496148965793868, 'sufficiently strong clear']
[0.18473858615611194, 'proceedings passage time']
[0.18462023984851678, 'sought compensation pursuant']
[0.1845909582878746, 'light particular circumstances']
[0.1845166796376896, 'taken police custody']
[0.18422611440418374, 'ruling equitable basis']
[0.18406818185905077, 'judicial authorities examine']
[0.18390298949945486, 'time guarantee article']
[0.18390298949945486, 'reasonable time guarantee']
[0.18388755393638737, 'lawyer practising chi\\u015fin\\u0103u']
[0.18381202116250073, 'court finds decision']
[0.18356242840778922, 'facts raise suspicion']
[0.18355658414568576, 'deal merits case']
[0.1834014395652264, 'arbitrariness secure rule']
[0.18310332241231803, 'application present case']
[0.182448992700462, 'proclaims right trial']
[0.18229591927578148, 'detention years months']
[0.18221522522980044, 'conditions limbs confer']
[0.18221522522980044, 'confer distinct rights']
[0.18221522522980044, 'court suspect detained']
[0.18221522522980044, 'criminal court suspect']
[0.18221522522980044, 'logically temporally linked']
[0.18221522522980044, 'matters early stages']
[0.18221522522980044, 'stages following arrest']
[0.18221522522980044, 'arrest individual taken']
[0.18221522522980044, 'detained released conditions']
[0.18221522522980044, 'early stages following']
[0.18221522522980044, 'limbs confer distinct']
[0.18221522522980044, 'released conditions limbs']
[0.18221522522980044, 'separate matters early']
[0.18189557698703027, 'grounds regarded sufficient']
[0.1818628107287901, 'listed paragraph addition']
[0.1818628107287901, 'paragraph addition justified']
[0.18180585014551373, 'criminal groups risk']
[0.18156016528235736, 'certain period justification']
[0.1814432989690722, 'g\\xf3ra regional court']
[0.1813526679506061, 'criminal procedure ccp']
[0.18108822402001334, 'measure respect accused']
[0.18069544838119314, 'according case law']
[0.18066967019100513, 'lays release conditioned']
[0.18066967019100513, 'trial lays release']
[0.18066967019100513, 'pending trial lays']
[0.18056746214924396, 'falls ambit article']
[0.18005798969072168, 'article convention number']
[0.17994376757263356, 'appeal decision dismissed']
[0.1799027207193241, 'fall scope article']
[0.17945780832378772, 'february 2007 applicant']
[0.17893961708394698, 'require depart jurisprudence']
[0.17878690253045923, 'detention remand ordered']
[0.17839489983254989, 'partial reparation consequences']
[0.17826460481099657, 'payment compensation appropriate']
[0.1779792372575878, 'investigator prosecutor court']
[0.17776010747941787, 'present case authorities']
[0.17773515543834412, 'justify applicant continued']
[0.1775702954461951, 'torture police custody']
[0.1773836204136518, 'objection non exhaustion']
[0.17713214620431114, 'conditions constitutes guarantee']
[0.1769982594724863, 'multiple consecutive detention']
[0.17689565468734944, 'court sees reason']
[0.1768046534789841, 'government preliminary objection']
[0.17678299060955216, 'cited judicial authorities']
[0.17678299060955216, 'grounds cited judicial']
[0.17678299060955216, 'establish grounds cited']
[0.1767304860088365, 'detention remand x2011']
[0.17661213970124134, 'supreme court quashed']
[0.1764499614278701, 'risk accused released']
[0.17624148564064804, 'van den brink']
[0.17609628570019237, 'applicant right respect']
[0.17576910489281625, 'consecutive detention periods']
[0.17530160122833957, 'district court applicant']
[0.17510647613740396, 'did indicate reasonable']
[0.17496318114874818, 'criminal proceedings party']
[0.17465795365692052, 'lawfulness detention meaning']
[0.1745882982996385, 'rights article breach']
[0.1745882982996385, 'justified nature offence']
[0.1745882982996385, 'prison regime special']
[0.1745882982996385, 'supervision visits justified']
[0.1745882982996385, 'visits supervision visits']
[0.17450563588393056, 'medical assistance detention']
[0.17436742301323813, 'state health victim']
[0.17406817474419298, 'minimum level severity']
[0.17361171272632767, 'regarded reasonable meaning']
[0.17361171272632764, 'circumstances regarded reasonable']
[0.17361171272632764, 'diligence period lengthy']
[0.17361171272632764, 'period lengthy period']
[0.17331376616421468, 'convention provides deprived']
[0.17330708939415335, 'concrete facts outweighing']
[0.17319242452135494, 'account unreasonable length']
[0.17280314187530685, 'explaining applied applicant']
[0.1721201255042582, 'gathering hearing evidence']
[0.1721201255042582, 'hearing evidence difficult']
[0.1721201255042582, 'process gathering hearing']
[0.17132532681475182, 'prevent accused committing']
[0.1712195353698513, 'notably courts interpret']
[0.1710576555937381, 'evidence difficult task']
[0.17103834249791927, 'investigating judge ordered']
[0.17075142472946148, 'court reiterates task']
[0.17064526048325754, 'preventive measure prosecutor']
[0.17057169634489222, 'pursue legitimate aims']
[0.17057169634489222, 'legitimate aims listed']
[0.1694513567958289, 'physical mental effects']
[0.16919882604713238, 'solely basis fact']
[0.16912097929884815, 'court upheld decision']
[0.1685942145774863, 'article convention requires']
[0.16858124693176238, 'time limit detention']
[0.1683268319866258, 'facts outweighing rule']
[0.16824742268041237, 'applicant lawyer requested']
[0.1669155822355945, 'detention remand lasted']
[0.16637643161943605, 'authorities notably courts']
[0.1662873209264962, 'measures restraint \\u043c\\u0435\\u0440\\u044b']
[0.1662873209264962, 'restraint \\u043c\\u0435\\u0440\\u044b \\u043f\\u0440\\u0435\\u0441\\u0435\\u0447\\u0435\\u043d\\u0438\\u044f']
[0.16626341258152744, 'court task establish']
[0.16590511435872263, 'presumption innocence circumstances']
[0.16585051546391755, 'sex age state']
[0.16581277258744123, 'court review law']
[0.1652119211669541, 'justify applicant detention']
[0.1651656339289956, 'laid case law']
[0.1646384001240214, 'context regard particular']
[0.16424606321513538, 'reasons detention provided']
[0.16424606321513538, 'paraphrasing reasons detention']
[0.16424606321513538, 'procedure explaining applied']
[0.1641623213788162, 'adequate medical treatment']
[0.16403212285520635, 'factor taken account']
[0.1637211585665194, 'trial detention act']
[0.16372115856651936, 'non exhaustion satisfy']
[0.16316777999859736, 'art art convention']
[0.1626644412186974, 'considers applicant suffered']
[0.16259204712812958, 'judge istanbul state']
[0.16243138304993973, 'released pressure witnesses']
[0.16210547901791542, 'court concludes violation']
[0.16194939081537021, 'guarantee person arrested']
[0.16192880228361134, 'failure exhaust domestic']
[0.16186594513134908, 'person charged offence']
[0.16175748649975455, 'criminal procedure explaining']
[0.16173067165010332, 'relied gravity charges']
[0.1617083946980854, 'trial detention unconditionally']
[0.16162041198860053, 'article breach provision']
[0.16140661564733416, 'liberty arbitrary fashion']
[0.16139464618465177, 'just satisfaction basis']
[0.1612068622377901, 'convention court review']
[0.1610642671025587, 'basis clear rules']
[0.1610642671025587, 'legal basis clear']
[0.1610642671025587, 'rules governing situation']
[0.16057227014517145, 'security court applicant']
[0.16042862221319384, 'district prosecutor office']
[0.15960735999395795, 'absconding offending court']
[0.15951758428570006, 'respect court recalls']
[0.1594904735368653, 'district court decision']
[0.15926890978437372, 'family life shall']
[0.15915644608358806, 'pln respect pecuniary']
[0.15910616824049206, 'sufficient justify holding']
[0.1589172575277461, 'outweighing rule respect']
[0.15840095843357513, 'depends circumstances case']
[0.15795287187039764, 'truth criminal case']
[0.1577767817122367, 'exercise discretion conferred']
[0.1577767817122367, 'manner exercise discretion']
[0.1576098586407865, 'applicant continued deprivation']
[0.15756053984886165, 'danger absconding make']
[0.15745079662605432, 'arguments favour release']
[0.1572617367904555, 'persons entitled review']
[0.1567223471048756, 'court reiterates absence']
[0.1565954397824068, 'lawfulness pre trial']
[0.15654905741698139, '29 june 1995']
[0.15636345502421709, 'district court dismissed']
[0.15603837425143266, 'assessed light particular']
[0.156029543102745, 'concludes violation article']
[0.15595153035185697, 'suspicion grounding arrest']
[0.15565020101102575, 'raised respondent contracting']
[0.15565020101102575, 'rules court plea']
[0.15565020101102575, 'respondent contracting party']
[0.15565020101102575, 'court plea inadmissibility']
[0.1552325150189127, 'task establish facts']
[0.1552325150189127, 'establish facts place']
[0.1552325150189127, 'facts place national']
[0.1551895984885676, 'moldovan government government']
[0.15499548672145944, 'case law court']
[0.1548717153709015, 'decisions preventive measures']
[0.1548717153709015, 'disorder crime legitimate']
[0.15487171537090147, 'regards government argument']
[0.15487171537090147, 'pursuance prevention disorder']
[0.15487171537090144, 'family life detention']
[0.15487171537090144, 'grounds changing preventive']
[0.1547972352623311, 'continued detention remand']
[0.1543078055964654, 'accused person detained']
[0.1542788877862547, 'qua non validity']
[0.1542788877862547, 'validity continued detention']
[0.1542788877862547, 'non validity continued']
[0.15415144502036993, 'impairing essence right']
[0.15396260793258443, 'alleged ill treatment']
[0.153919923279789, 'raise suspicion need']
[0.15357142857142858, 'detention falls ambit']
[0.15343233513336607, 'investigation trial obstruct']
[0.15313646688799581, 'reasons refusing bail']
[0.1531050564555719, 'article convention criminal']
[0.15298558718025848, 'arguments forward applicant']
[0.1529797340745504, 'article convention article']
[0.15293311363536943, 'reasons justify detention']
[0.15229582768052116, 'access investigation file']
[0.15205133599831688, 'article 18 convention']
[0.15142775323187693, 'presumption innocence violated']
[0.1507619247993748, 'existence danger absconding']
[0.1507352081726161, 'ruled applicant detention']
[0.1507220512408455, 'person detention falls']
[0.15046767774887979, 'member states council']
[0.15046767774887979, 'states council europe']
[0.15017628419690274, 'regards accused guilty']
[0.15017628419690274, 'absence formal finding']
[0.15017628419690274, 'reflects opinion guilty']
[0.14970111756042623, 'individual taken power']
[0.14967127284001944, 'amounted degrading treatment']
[0.14955924099805767, 'correspondence shall interference']
[0.14913772625777946, 'italy 41852 98']
[0.14855539020271574, 'ambit article hearing']
[0.14855539020271574, 'article hearing required']
[0.14815279039889698, 'release general abstract']
[0.1480967486122125, 'individual arguable claim']
[0.14779495990836197, 'provides shall subjected']
[0.14770856796326778, 'article far relevant']
[0.14763214412260253, 'anticipated penalty conjunction']
[0.14738913118883665, 'reiterates article complied']
[0.14728052985834272, 'case person detention']
[0.1471223915995639, 'constitutional court ruled']
[0.14695594193978562, 'justifiably consider initial']
[0.14690721649484537, 'arguable purposes article']
[0.1465865361774906, 'obligation hearing individual']
[0.1465865361774906, 'hearing individual brought']
[0.1465865361774906, 'officer obligation hearing']
[0.14650027129679868, 'guarantees required article']
[0.14635957475773814, 'life shall interference']
[0.14618479413646376, 'justifying continued detention']
